"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Oct-2024","EQ","1,328.10","1,343.20","1,320.30","1,334.35","1,340.00","1,340.00","1,331.46","3,217.60","1,320.30","1,20,08,361","15,98,86,83,034.00","4,36,915"
"28-Oct-2024","EQ","1,337.00","1,353.00","1,322.10","2,655.70","1,335.00","1,334.35","1,337.70","3,217.60","1,322.10","1,08,24,350","14,47,97,33,719.25","3,68,817"
"25-Oct-2024","EQ","2,687.00","2,688.70","2,644.00","2,679.60","2,656.30","2,655.70","2,659.80","3,217.60","2,220.30","92,98,748","24,73,28,26,126.10","3,88,238"
"24-Oct-2024","EQ","2,670.55","2,687.40","2,646.25","2,677.05","2,678.90","2,679.60","2,668.53","3,217.60","2,220.30","1,10,77,967","29,56,19,35,442.55","3,45,601"
"23-Oct-2024","EQ","2,675.00","2,714.95","2,670.00","2,686.70","2,682.35","2,677.05","2,688.32","3,217.60","2,220.30","86,07,371","23,13,93,46,660.10","3,37,356"
"22-Oct-2024","EQ","2,738.40","2,752.00","2,680.45","2,738.40","2,684.15","2,686.70","2,707.80","3,217.60","2,220.30","79,15,980","21,43,48,71,569.75","3,63,161"
"21-Oct-2024","EQ","2,734.25","2,748.00","2,715.45","2,718.60","2,736.00","2,738.40","2,734.41","3,217.60","2,220.30","70,33,704","19,23,30,63,988.40","2,28,845"
"18-Oct-2024","EQ","2,704.35","2,736.85","2,682.65","2,712.85","2,717.00","2,718.60","2,713.87","3,217.60","2,220.30","60,41,226","16,39,51,16,698.50","2,95,032"
"17-Oct-2024","EQ","2,731.40","2,736.90","2,704.10","2,708.15","2,713.30","2,712.85","2,718.84","3,217.60","2,220.30","77,71,830","21,13,03,92,926.65","3,83,984"
"16-Oct-2024","EQ","2,680.00","2,728.00","2,675.25","2,688.05","2,709.40","2,708.15","2,696.84","3,217.60","2,220.30","1,00,17,219","27,01,48,52,678.00","3,56,705"
"15-Oct-2024","EQ","2,717.05","2,743.40","2,681.40","2,745.05","2,688.60","2,688.05","2,708.71","3,217.60","2,220.30","1,68,81,397","45,72,68,23,453.35","6,02,869"
"14-Oct-2024","EQ","2,758.90","2,760.15","2,736.50","2,744.20","2,745.50","2,745.05","2,746.12","3,217.60","2,220.30","61,10,716","16,78,07,32,590.05","2,33,903"
"11-Oct-2024","EQ","2,740.00","2,766.55","2,737.65","2,742.10","2,749.00","2,744.20","2,751.19","3,217.60","2,220.30","39,90,061","10,97,74,31,923.95","1,97,702"
"10-Oct-2024","EQ","2,760.05","2,772.00","2,738.85","2,749.20","2,742.50","2,742.10","2,749.69","3,217.60","2,220.30","1,11,79,323","30,73,96,75,824.55","3,64,305"
"09-Oct-2024","EQ","2,795.05","2,801.95","2,745.00","2,794.70","2,748.00","2,749.20","2,773.49","3,217.60","2,220.30","71,55,305","19,84,51,68,137.95","3,58,324"
"08-Oct-2024","EQ","2,745.95","2,802.00","2,730.20","2,741.45","2,798.95","2,794.70","2,768.60","3,217.60","2,220.30","85,10,404","23,56,19,05,588.15","3,58,981"
"07-Oct-2024","EQ","2,787.00","2,793.00","2,722.75","2,773.05","2,740.70","2,741.45","2,750.92","3,217.60","2,220.30","1,10,90,670","30,50,95,18,408.05","4,23,167"
"04-Oct-2024","EQ","2,807.85","2,834.70","2,763.55","2,813.95","2,771.50","2,773.05","2,796.15","3,217.60","2,220.30","1,85,36,438","51,83,07,08,670.55","5,34,690"
"03-Oct-2024","EQ","2,873.15","2,898.80","2,804.15","2,929.65","2,813.95","2,813.95","2,846.93","3,217.60","2,220.30","1,88,78,647","53,74,62,34,225.65","6,89,559"
"01-Oct-2024","EQ","2,961.30","2,975.90","2,925.65","2,953.15","2,927.00","2,929.65","2,938.60","3,217.60","2,220.30","82,15,821","24,14,29,92,536.60","3,30,546"
"30-Sep-2024","EQ","3,038.80","3,049.95","2,948.80","3,052.35","2,958.00","2,953.15","2,977.44","3,217.60","2,220.30","1,35,04,407","40,20,86,25,079.45","4,31,656"
"27-Sep-2024","EQ","2,998.00","3,066.95","2,984.00","2,995.90","3,047.05","3,052.35","3,024.87","3,217.60","2,220.30","1,02,98,739","31,15,23,28,126.20","3,28,612"
"26-Sep-2024","EQ","2,981.30","3,008.00","2,976.10","2,987.90","3,008.00","2,995.90","2,994.82","3,217.60","2,220.30","94,09,499","28,17,97,60,605.20","2,59,792"
"25-Sep-2024","EQ","2,967.80","2,993.00","2,960.40","2,978.75","2,988.05","2,987.90","2,976.46","3,217.60","2,220.30","35,34,501","10,52,02,89,097.25","1,54,120"
"24-Sep-2024","EQ","2,977.00","3,001.00","2,975.75","2,986.75","2,980.50","2,978.75","2,986.14","3,217.60","2,220.30","85,68,722","25,58,74,44,695.30","2,01,586"
"23-Sep-2024","EQ","2,982.00","3,003.00","2,977.90","2,971.85","2,985.00","2,986.75","2,990.93","3,217.60","2,220.30","44,16,157","13,20,84,20,985.10","1,46,805"
"20-Sep-2024","EQ","2,948.00","2,990.00","2,942.75","2,939.35","2,972.10","2,971.85","2,970.54","3,217.60","2,220.30","1,54,48,660","45,89,08,94,255.50","3,79,677"
"19-Sep-2024","EQ","2,932.50","2,953.00","2,911.10","2,926.90","2,940.00","2,939.35","2,934.14","3,217.60","2,220.30","84,77,951","24,87,55,02,062.25","2,59,931"
"18-Sep-2024","EQ","2,940.00","2,964.00","2,921.10","2,944.60","2,923.00","2,926.90","2,939.96","3,217.60","2,220.30","42,87,357","12,60,46,50,688.95","1,79,852"
"17-Sep-2024","EQ","2,948.00","2,954.95","2,933.25","2,942.70","2,945.00","2,944.60","2,943.09","3,217.60","2,220.30","29,67,664","8,73,41,02,749.70","1,48,458"
"16-Sep-2024","EQ","2,955.10","2,961.80","2,929.50","2,945.25","2,944.35","2,942.70","2,944.45","3,217.60","2,220.30","27,40,887","8,07,04,08,899.55","1,27,429"
"13-Sep-2024","EQ","2,952.80","2,966.30","2,939.00","2,959.60","2,946.50","2,945.25","2,951.65","3,217.60","2,220.30","43,55,664","12,85,63,98,757.55","1,33,244"
"12-Sep-2024","EQ","2,914.00","2,972.00","2,891.75","2,903.00","2,953.00","2,959.60","2,930.24","3,217.60","2,220.30","1,11,74,688","32,74,44,74,466.75","3,65,694"
"11-Sep-2024","EQ","2,926.10","2,937.50","2,895.10","2,923.05","2,904.45","2,903.00","2,917.10","3,217.60","2,220.30","48,80,101","14,23,57,32,813.00","2,54,431"
"10-Sep-2024","EQ","2,921.00","2,944.10","2,915.15","2,924.90","2,924.00","2,923.05","2,928.75","3,217.60","2,220.30","53,84,130","15,76,87,77,163.00","1,86,858"
"09-Sep-2024","EQ","2,933.00","2,939.85","2,911.20","2,929.65","2,927.00","2,924.90","2,923.84","3,217.60","2,220.30","45,05,149","13,17,23,42,172.80","1,79,506"
"06-Sep-2024","EQ","2,985.00","2,994.00","2,923.25","2,985.95","2,930.95","2,929.65","2,938.97","3,217.60","2,220.30","96,97,114","28,49,94,95,837.10","4,47,718"
"05-Sep-2024","EQ","3,038.10","3,051.55","2,974.10","3,029.10","2,991.00","2,985.95","3,007.10","3,217.60","2,220.30","81,32,084","24,45,39,50,049.65","3,43,225"
"04-Sep-2024","EQ","3,001.40","3,035.00","2,999.00","3,018.25","3,031.95","3,029.10","3,023.30","3,217.60","2,220.30","59,91,652","18,11,45,82,555.90","2,52,191"
"03-Sep-2024","EQ","3,042.50","3,046.00","3,015.00","3,032.50","3,018.90","3,018.25","3,026.09","3,217.60","2,220.30","54,61,900","16,52,81,93,207.35","2,26,578"
"02-Sep-2024","EQ","3,021.75","3,053.60","3,013.25","3,019.25","3,034.40","3,032.50","3,034.10","3,217.60","2,220.30","56,20,426","17,05,29,33,370.55","2,80,541"
"30-Aug-2024","EQ","3,068.00","3,079.45","3,006.65","3,041.85","3,024.95","3,019.25","3,026.71","3,217.60","2,220.30","2,08,10,365","62,98,70,09,675.80","5,99,570"
"29-Aug-2024","EQ","3,006.20","3,074.00","2,988.00","2,996.60","3,042.90","3,041.85","3,038.57","3,217.60","2,220.30","1,91,67,679","58,24,23,37,590.95","5,70,843"
"28-Aug-2024","EQ","3,010.00","3,014.95","2,986.00","3,000.90","2,999.00","2,996.60","2,999.57","3,217.60","2,220.30","48,05,143","14,41,33,56,125.80","2,00,883"
"27-Aug-2024","EQ","3,021.00","3,026.95","2,998.90","3,025.20","3,001.00","3,000.90","3,008.12","3,217.60","2,220.30","31,25,578","9,40,21,08,149.05","1,01,024"
"26-Aug-2024","EQ","3,013.95","3,046.00","3,006.00","2,999.95","3,021.20","3,025.20","3,028.80","3,217.60","2,220.30","44,08,057","13,35,11,14,538.35","2,37,540"
"23-Aug-2024","EQ","3,007.50","3,022.65","2,996.85","2,996.25","2,996.85","2,999.95","3,007.21","3,217.60","2,220.30","46,24,827","13,90,78,42,193.30","1,68,002"
"22-Aug-2024","EQ","3,006.00","3,013.00","2,981.30","2,997.35","2,996.50","2,996.25","2,994.88","3,217.60","2,220.30","52,22,891","15,64,19,35,953.20","2,33,216"
"21-Aug-2024","EQ","2,986.50","3,015.75","2,980.00","2,991.90","2,999.00","2,997.35","3,001.42","3,217.60","2,220.30","38,84,998","11,66,05,26,038.60","1,41,353"
"20-Aug-2024","EQ","2,994.45","3,007.85","2,980.05","2,976.80","2,986.50","2,991.90","2,996.98","3,217.60","2,220.30","42,05,904","12,60,50,24,714.40","1,75,516"
"19-Aug-2024","EQ","2,965.00","2,996.60","2,961.00","2,956.40","2,979.00","2,976.80","2,980.25","3,217.60","2,220.30","68,98,871","20,56,03,27,724.60","2,00,328"
"16-Aug-2024","EQ","2,937.30","2,960.80","2,916.10","2,923.70","2,957.75","2,956.40","2,944.77","3,217.60","2,220.30","47,08,451","13,86,53,25,209.75","1,87,365"
"14-Aug-2024","EQ","2,927.10","2,944.00","2,907.40","2,927.25","2,920.10","2,923.70","2,925.78","3,217.60","2,220.30","31,33,733","9,16,86,16,380.80","1,85,733"
"13-Aug-2024","EQ","2,921.50","2,940.15","2,916.00","2,921.25","2,925.00","2,927.25","2,928.29","3,217.60","2,220.30","31,32,532","9,17,29,71,802.70","1,34,517"
"12-Aug-2024","EQ","2,940.00","2,946.00","2,915.50","2,948.60","2,923.00","2,921.25","2,929.82","3,217.60","2,220.30","40,92,292","11,98,96,80,025.65","1,88,301"
"09-Aug-2024","EQ","2,920.00","2,953.00","2,912.00","2,898.25","2,946.10","2,948.60","2,939.20","3,217.60","2,220.30","31,24,888","9,18,46,80,574.05","1,50,169"
"08-Aug-2024","EQ","2,915.05","2,930.00","2,891.85","2,929.65","2,896.45","2,898.25","2,905.69","3,217.60","2,220.30","61,93,596","17,99,66,62,105.65","2,55,138"
"07-Aug-2024","EQ","2,938.00","2,945.00","2,923.00","2,912.10","2,930.00","2,929.65","2,930.89","3,217.60","2,220.30","40,87,284","11,97,93,63,870.55","2,76,362"
"06-Aug-2024","EQ","2,910.30","2,955.00","2,902.65","2,894.65","2,915.55","2,912.10","2,929.53","3,217.60","2,220.30","51,18,093","14,99,35,89,440.05","1,97,549"
"05-Aug-2024","EQ","2,960.00","2,967.80","2,866.50","2,998.65","2,896.00","2,894.65","2,901.81","3,217.60","2,220.30","85,23,352","24,73,31,28,212.00","4,48,630"
"02-Aug-2024","EQ","3,010.00","3,018.65","2,986.55","3,030.60","2,992.00","2,998.65","3,001.82","3,217.60","2,220.30","51,34,124","15,41,16,92,078.15","1,76,635"
"01-Aug-2024","EQ","3,024.00","3,036.00","3,008.60","3,010.85","3,035.90","3,030.60","3,025.50","3,217.60","2,220.30","53,82,111","16,28,35,66,572.30","2,19,081"
"31-Jul-2024","EQ","3,008.00","3,020.90","3,002.30","3,026.30","3,009.00","3,010.85","3,010.83","3,217.60","2,220.30","50,28,673","15,14,04,71,169.85","2,01,961"
"30-Jul-2024","EQ","3,034.05","3,050.00","3,020.00","3,040.20","3,023.00","3,026.30","3,033.38","3,217.60","2,220.30","41,14,104","12,47,96,37,390.30","1,84,296"
"29-Jul-2024","EQ","3,023.90","3,055.00","3,023.55","3,018.05","3,038.25","3,040.20","3,038.43","3,217.60","2,220.30","37,69,275","11,45,26,61,155.40","1,70,155"
"26-Jul-2024","EQ","2,984.80","3,024.85","2,980.70","2,984.80","3,018.60","3,018.05","3,012.08","3,217.60","2,220.30","49,29,970","14,84,94,80,970.80","1,80,757"
"25-Jul-2024","EQ","2,962.00","3,000.95","2,954.15","2,991.40","2,988.35","2,984.80","2,980.72","3,217.60","2,220.30","62,59,938","18,65,91,22,151.40","2,21,753"
"24-Jul-2024","EQ","2,970.00","3,019.00","2,952.80","2,975.80","2,988.00","2,991.40","2,987.68","3,217.60","2,220.30","59,56,681","17,79,66,51,407.60","2,32,120"
"23-Jul-2024","EQ","3,002.00","3,011.50","2,926.00","3,001.35","2,970.05","2,975.80","2,969.60","3,217.60","2,220.30","90,26,022","26,80,36,49,945.60","3,84,359"
"22-Jul-2024","EQ","3,074.50","3,075.00","2,998.55","3,110.30","3,004.00","3,001.35","3,016.24","3,217.60","2,220.30","98,37,188","29,67,13,39,998.45","4,65,224"
